carrier_code,flight_date,flight_number,tail_number,origin_airport,destination_airport,scheduled_departure_time,actual_departure_time,scheduled_elapsed_minutes,actual_elapsed_minutes,departure_delay_minutes,wheels_off_time,taxi_out_minutes,carrier_delay_minutes,weather_delay_minutes,nas_delay_minutes,security_delay_minutes,late_aircraft_delay_minutes,is_cancelled
AA,2024-06-11,2421.0,N324SH,MIA,SJU,12:19,17:36,170.0,171.0,317.0,18:10,34.0,0.0,317.0,1.0,0.0,0.0,0
AA,2022-12-08,1454.0,N762AN,MIA,LAX,15:30,15:30,342.0,316.0,0.0,15:46,16.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-01-21,2289.0,N778AN,MIA,LAX,19:42,19:44,352.0,341.0,2.0,19:58,14.0,0.0,0.0,0.0,0.0,0.0,0
AA,2026-01-18,2886.0,N969NN,MIA,JAX,15:44,15:43,86.0,83.0,-1.0,16:06,23.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-09-20,1017.0,N3014R,MIA,AUS,15:40,15:38,180.0,180.0,-2.0,16:03,25.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-09-14,457.0,N343SY,MIA,PHX,19:59,20:36,299.0,280.0,37.0,20:50,14.0,8.0,0.0,0.0,0.0,10.0,0
AA,2024-04-22,1113.0,N865NN,MIA,EWR,18:55,22:40,184.0,175.0,225.0,23:02,22.0,0.0,18.0,0.0,0.0,198.0,0
AA,2025-11-30,1663.0,N162UW,MIA,LAX,06:15,06:11,349.0,377.0,-4.0,06:28,17.0,0.0,0.0,24.0,0.0,0.0,0
AA,2024-08-27,1397.0,N829AW,MIA,MCI,21:26,21:48,207.0,203.0,22.0,22:22,34.0,0.0,0.0,0.0,0.0,18.0,0
AA,2023-11-22,669.0,N428AA,MIA,LAX,21:03,22:21,355.0,332.0,78.0,22:39,18.0,13.0,0.0,0.0,0.0,42.0,0
AA,2024-09-26,2436.0,N344TS,MIA,LAX,19:35,19:52,335.0,378.0,17.0,20:54,62.0,17.0,0.0,43.0,0.0,0.0,0
AA,2022-06-01,1922.0,N341SV,MIA,JFK,19:33,21:20,182.0,0.0,107.0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,1
AA,2024-09-27,2994.0,N940NN,MIA,SJU,13:54,13:50,160.0,166.0,-4.0,14:07,17.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-06-01,1451.0,N341RW,MIA,IAH,15:07,15:07,171.0,180.0,0.0,15:24,17.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-10-05,1357.0,N307UJ,MIA,JFK,19:20,19:14,181.0,170.0,-6.0,19:27,13.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-05-19,1817.0,N510UW,MIA,DEN,12:00,11:58,259.0,252.0,-2.0,12:10,12.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-10-12,416.0,N708UW,MIA,JAX,22:40,07:42,79.0,63.0,542.0,07:51,9.0,345.0,0.0,0.0,0.0,181.0,0
AA,2022-05-08,380.0,N909NN,MIA,EWR,21:00,21:14,179.0,221.0,14.0,22:00,46.0,0.0,0.0,56.0,0.0,0.0,0
AA,2023-06-15,1524.0,N800NN,MIA,JFK,18:24,18:25,185.0,211.0,1.0,18:58,33.0,1.0,0.0,26.0,0.0,0.0,0
AA,2022-06-03,473.0,N928AM,MIA,DFW,08:30,10:50,185.0,199.0,140.0,11:17,27.0,140.0,0.0,14.0,0.0,0.0,0
AA,2024-08-12,1252.0,N441UW,MIA,DCA,06:31,06:37,154.0,140.0,6.0,06:52,15.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-10-01,608.0,N323SG,MIA,ORD,13:43,13:39,207.0,194.0,-4.0,13:59,20.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-06-12,1233.0,N934NN,MIA,DCA,14:03,13:58,156.0,145.0,-5.0,14:09,11.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-10-08,2290.0,N329SL,MIA,ATL,21:21,22:05,135.0,110.0,44.0,22:22,17.0,3.0,0.0,0.0,0.0,16.0,0
AA,2022-05-21,688.0,N959NN,MIA,JFK,08:08,08:08,177.0,178.0,0.0,08:36,28.0,0.0,0.0,0.0,0.0,0.0,0
AA,2026-02-24,1622.0,N827NN,MIA,STL,08:20,08:18,192.0,188.0,-2.0,08:36,18.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-08-01,1922.0,N912NN,MIA,JFK,19:30,19:35,187.0,186.0,5.0,19:56,21.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-06-29,583.0,N158AN,MIA,MCO,15:41,15:37,72.0,69.0,-4.0,15:53,16.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-05-30,1744.0,N719AN,MIA,DFW,10:00,13:41,188.0,190.0,221.0,14:00,19.0,217.0,0.0,2.0,0.0,4.0,0
AA,2025-12-01,1006.0,N426AN,MIA,LAS,21:30,21:25,329.0,324.0,-5.0,21:40,15.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-09-21,2565.0,N948AN,MIA,ORD,09:56,09:55,203.0,180.0,-1.0,10:07,12.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-02-19,2264.0,N341SV,MIA,LGA,14:01,13:57,179.0,178.0,-4.0,14:14,17.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-12-04,944.0,N354PT,MIA,JFK,21:23,21:25,192.0,174.0,2.0,21:44,19.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-03-31,2213.0,N338ST,MIA,LGA,19:49,20:16,185.0,224.0,27.0,21:30,74.0,0.0,0.0,66.0,0.0,0.0,0
AA,2023-09-25,1921.0,N8027D,MIA,TPA,20:54,07:23,63.0,64.0,629.0,07:42,19.0,264.0,0.0,1.0,0.0,365.0,0
AA,2023-03-19,1161.0,N318SF,MIA,MCO,20:23,20:37,75.0,81.0,14.0,21:06,29.0,6.0,0.0,6.0,0.0,8.0,0
AA,2024-10-29,1226.0,N923NN,MIA,DFW,05:18,06:23,200.0,203.0,65.0,06:43,20.0,65.0,0.0,3.0,0.0,0.0,0
AA,2025-11-06,2482.0,N4005X,MIA,TPA,19:45,19:40,71.0,61.0,-5.0,20:02,22.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-01-15,2283.0,N416AN,MIA,LAX,14:05,14:08,355.0,351.0,3.0,14:27,19.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-04-06,323.0,N9015D,MIA,BNA,14:35,15:08,143.0,145.0,33.0,15:34,26.0,8.0,0.0,2.0,0.0,25.0,0
AA,2022-02-28,744.0,N901AA,MIA,LGA,15:00,15:06,172.0,165.0,6.0,15:19,13.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-10-28,605.0,N931AM,MIA,LGA,08:37,08:36,173.0,170.0,-1.0,08:53,17.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-09-04,1794.0,N965NN,MIA,DFW,11:16,11:19,197.0,173.0,3.0,11:34,15.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-08-31,3252.0,N421UW,MIA,SEA,20:43,20:54,391.0,384.0,11.0,21:14,20.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-01-21,2050.0,N346PR,MIA,LGA,20:39,20:47,178.0,176.0,8.0,21:00,13.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-06-01,2837.0,N402AN,MIA,LAX,20:10,20:27,344.0,329.0,17.0,20:42,15.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-02-02,1121.0,N431AN,MIA,SFO,07:15,07:15,391.0,369.0,0.0,07:28,13.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-01-23,1439.0,N130AN,MIA,MCO,15:50,16:03,68.0,50.0,13.0,16:15,12.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-08-13,1983.0,N464AA,MIA,PHX,07:40,07:35,278.0,269.0,-5.0,07:49,14.0,0.0,0.0,0.0,0.0,0.0,0
AA,2026-02-16,383.0,N421UW,MIA,LAX,18:31,18:59,369.0,364.0,28.0,19:35,36.0,23.0,0.0,0.0,0.0,0.0,0
AA,2023-11-30,411.0,N993NN,MIA,CLT,15:26,15:23,128.0,154.0,-3.0,15:39,16.0,0.0,0.0,23.0,0.0,0.0,0
AA,2022-09-14,1389.0,N880NN,MIA,LGA,20:35,22:16,175.0,162.0,101.0,22:41,25.0,64.0,0.0,0.0,0.0,24.0,0
AA,2022-04-21,319.0,N415AN,MIA,PHX,06:53,06:51,307.0,282.0,-2.0,07:07,16.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-11-29,617.0,N949AN,MIA,MCO,08:40,10:11,69.0,63.0,91.0,10:29,18.0,85.0,0.0,0.0,0.0,0.0,0
AA,2025-02-16,3237.0,N836AW,MIA,ATL,19:07,20:50,126.0,119.0,103.0,21:15,25.0,0.0,0.0,0.0,0.0,96.0,0
AA,2023-12-11,2045.0,N464AA,MIA,SFO,07:20,07:15,387.0,390.0,-5.0,07:35,20.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-03-12,1045.0,N711UW,MIA,ATL,18:25,21:13,121.0,110.0,168.0,21:28,15.0,0.0,0.0,0.0,0.0,157.0,0
AA,2025-05-19,2873.0,N702UW,MIA,TPA,21:38,21:37,67.0,56.0,-1.0,21:55,18.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-04-07,1391.0,N341RW,MIA,STT,12:29,13:01,175.0,163.0,32.0,13:24,23.0,20.0,0.0,0.0,0.0,0.0,0
AA,2022-03-03,1465.0,N723UW,MIA,IAH,08:40,08:35,181.0,180.0,-5.0,08:57,22.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-01-29,1357.0,N992NN,MIA,JFK,19:49,19:44,181.0,197.0,-5.0,20:15,31.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-05-28,605.0,N9013A,MIA,LGA,09:01,10:54,184.0,194.0,113.0,11:34,40.0,113.0,0.0,10.0,0.0,0.0,0
AA,2026-01-05,1994.0,N434AN,MIA,LAX,13:27,14:10,352.0,320.0,43.0,14:23,13.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-10-31,1983.0,N420AN,MIA,PHX,07:01,06:58,302.0,307.0,-3.0,07:28,30.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-10-22,1565.0,N90024,MIA,CHS,17:22,18:26,102.0,87.0,64.0,18:36,10.0,49.0,0.0,0.0,0.0,0.0,0
AA,2022-12-06,2970.0,N979AN,MIA,LGA,16:34,16:32,175.0,189.0,-2.0,16:51,19.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-10-03,483.0,N315PE,MIA,BOS,18:42,19:41,201.0,200.0,59.0,20:06,25.0,16.0,0.0,0.0,0.0,42.0,0
AA,2023-04-25,2495.0,N338ST,MIA,MCO,13:40,13:33,77.0,81.0,-7.0,13:49,16.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-08-13,1629.0,N953XV,MIA,DEN,21:13,21:38,265.0,231.0,25.0,21:55,17.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-08-08,1391.0,N324SH,MIA,STT,13:10,13:04,170.0,177.0,-6.0,13:41,37.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-03-24,646.0,N786AN,MIA,DFW,09:01,09:00,199.0,208.0,-1.0,09:25,25.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-08-24,791.0,N930AN,MIA,ORD,10:00,09:58,200.0,172.0,-2.0,10:08,10.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-12-09,944.0,N338RS,MIA,JFK,21:02,21:02,184.0,164.0,0.0,21:25,23.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-07-27,2873.0,N8031M,MIA,TPA,18:27,18:48,70.0,57.0,21.0,19:04,16.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-02-01,1454.0,N411AN,MIA,PHX,13:40,13:36,318.0,293.0,-4.0,13:49,13.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-04-17,475.0,N980NN,MIA,BOS,16:59,16:55,191.0,199.0,-4.0,17:16,21.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-07-14,943.0,N324SH,MIA,STT,09:56,10:07,170.0,180.0,11.0,10:24,17.0,4.0,0.0,10.0,0.0,7.0,0
AA,2022-10-21,2349.0,N926NN,MIA,CLT,07:10,07:09,125.0,108.0,-1.0,07:20,11.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-05-25,309.0,N820NN,MIA,JFK,10:21,10:26,193.0,174.0,5.0,10:46,20.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-07-24,2424.0,N958NN,MIA,BWI,21:07,00:27,162.0,140.0,200.0,00:38,11.0,160.0,0.0,0.0,0.0,18.0,0
AA,2024-08-29,2421.0,N951NN,MIA,SJU,12:15,17:05,180.0,156.0,290.0,17:23,18.0,0.0,20.0,0.0,0.0,246.0,0
AA,2022-08-03,2629.0,N327SK,MIA,AUS,20:40,20:31,174.0,171.0,-9.0,20:51,20.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-11-07,2669.0,N303RG,MIA,LGA,17:03,17:03,177.0,182.0,0.0,17:36,33.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-10-19,2247.0,N442AN,MIA,BOS,08:32,09:28,192.0,172.0,56.0,09:41,13.0,36.0,0.0,0.0,0.0,0.0,0
AA,2022-12-17,2962.0,N138AN,MIA,DFW,17:35,18:23,201.0,180.0,48.0,18:38,15.0,27.0,0.0,0.0,0.0,0.0,0
AA,2023-08-09,2633.0,N406AN,MIA,PHX,21:25,21:22,296.0,274.0,-3.0,21:45,23.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-09-18,1226.0,N154AA,MIA,DFW,05:40,05:36,185.0,177.0,-4.0,05:49,13.0,0.0,0.0,0.0,0.0,0.0,0
AA,2026-02-16,1381.0,N944NN,MIA,RDU,19:20,20:31,140.0,145.0,71.0,21:05,34.0,0.0,0.0,5.0,0.0,71.0,0
AA,2025-02-08,2187.0,N859NN,MIA,CLT,06:00,05:53,139.0,122.0,-7.0,06:07,14.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-11-03,434.0,N901NN,MIA,CHS,21:10,21:36,117.0,93.0,26.0,21:46,10.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-10-30,1156.0,N150NN,MIA,DFW,05:18,05:15,201.0,189.0,-3.0,05:27,12.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-12-13,2808.0,N882BL,MIA,DFW,09:01,08:54,200.0,194.0,-7.0,09:15,21.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-03-13,2426.0,N315RJ,MIA,SFO,20:25,20:37,396.0,380.0,12.0,20:55,18.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-06-30,2803.0,N306RC,MIA,MCO,20:42,20:41,73.0,70.0,-1.0,21:00,19.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-02-25,1983.0,N417AN,MIA,PHX,07:00,08:21,312.0,301.0,81.0,08:32,11.0,70.0,0.0,0.0,0.0,0.0,0
AA,2024-10-13,1226.0,N915AN,MIA,DFW,05:18,05:14,200.0,192.0,-4.0,05:27,13.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-02-11,2888.0,N443AA,MIA,PDX,19:38,19:36,418.0,377.0,-2.0,19:57,21.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-04-12,1058.0,N917NN,MIA,ORD,16:00,16:04,205.0,204.0,4.0,16:28,24.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-08-30,2828.0,N472AN,MIA,DFW,17:55,18:01,185.0,301.0,6.0,18:19,18.0,6.0,0.0,116.0,0.0,0.0,0
AA,2022-08-01,2629.0,N338ST,MIA,AUS,20:40,20:44,174.0,172.0,4.0,21:06,22.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-06-24,2803.0,N336SR,MIA,MCO,20:42,20:37,73.0,64.0,-5.0,20:59,22.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-11-13,363.0,N316SE,MIA,CLE,21:00,20:56,175.0,197.0,-4.0,21:41,45.0,0.0,0.0,18.0,0.0,0.0,0
AA,2025-11-15,769.0,N851NN,MIA,DFW,14:09,14:11,198.0,185.0,2.0,14:29,18.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-01-19,670.0,N700UW,MIA,MCI,19:21,19:21,215.0,236.0,0.0,19:56,35.0,0.0,0.0,21.0,0.0,0.0,0
AA,2022-09-02,1389.0,N840NN,MIA,LGA,20:27,20:38,183.0,159.0,11.0,20:49,11.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-07-08,1302.0,N714US,MIA,CHS,17:35,19:05,106.0,117.0,90.0,19:44,39.0,30.0,0.0,11.0,0.0,60.0,0
AA,2024-08-06,1629.0,N958XV,MIA,DEN,21:13,22:48,265.0,233.0,95.0,23:02,14.0,3.0,0.0,0.0,0.0,60.0,0
AA,2025-01-10,305.0,N466AN,MIA,SEA,19:30,19:28,416.0,403.0,-2.0,19:51,23.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-03-05,726.0,N339TP,MIA,LAS,19:10,19:18,332.0,340.0,8.0,19:45,27.0,8.0,0.0,8.0,0.0,0.0,0
AA,2022-12-29,1656.0,N852NN,MIA,LGA,06:33,06:27,176.0,161.0,-6.0,06:42,15.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-08-16,1824.0,N153AN,MIA,DFW,14:20,15:55,185.0,183.0,95.0,16:07,12.0,93.0,0.0,0.0,0.0,0.0,0
AA,2023-11-13,2172.0,N321TG,MIA,ORD,16:50,16:44,204.0,206.0,-6.0,16:58,14.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-03-25,2629.0,N961AN,MIA,AUS,18:40,18:35,194.0,183.0,-5.0,18:52,17.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-02-08,715.0,N954XV,MIA,ATL,21:38,21:37,127.0,114.0,-1.0,22:01,24.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-05-05,2571.0,N906AA,MIA,PHL,19:50,21:10,179.0,175.0,80.0,21:41,31.0,39.0,0.0,0.0,0.0,37.0,0
AA,2024-01-30,2980.0,N964NN,MIA,SAN,16:25,16:37,342.0,335.0,12.0,17:06,29.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-09-15,685.0,N960AN,MIA,ORD,21:15,21:11,209.0,173.0,-4.0,21:23,12.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-03-21,2147.0,N957AN,MIA,MCO,17:20,17:22,67.0,62.0,2.0,17:37,15.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-04-20,1200.0,N817NN,MIA,PIT,19:37,19:35,173.0,147.0,-2.0,19:48,13.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-06-04,2138.0,N302SA,MIA,SAV,20:10,20:04,97.0,89.0,-6.0,20:21,17.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-07-15,1188.0,N762AN,MIA,DFW,09:01,10:34,190.0,170.0,93.0,10:51,17.0,73.0,0.0,0.0,0.0,0.0,0
AA,2022-12-29,2289.0,N729AN,MIA,LAX,20:00,20:19,351.0,330.0,19.0,20:39,20.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-12-12,2062.0,N304UF,MIA,BOS,14:05,14:59,196.0,182.0,54.0,15:11,12.0,40.0,0.0,0.0,0.0,0.0,0
AA,2025-06-22,1074.0,N863NN,MIA,BOS,17:30,17:38,201.0,232.0,8.0,18:20,42.0,0.0,0.0,39.0,0.0,0.0,0
AA,2025-08-27,2648.0,N343RY,MIA,DCA,18:40,18:35,155.0,151.0,-5.0,18:46,11.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-10-12,336.0,N118NN,MIA,LAX,16:57,17:03,345.0,380.0,6.0,18:07,64.0,6.0,0.0,35.0,0.0,0.0,0
AA,2024-07-31,2987.0,N418AN,MIA,PHL,07:00,06:59,171.0,178.0,-1.0,07:16,17.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-10-28,1391.0,N315RJ,MIA,STT,13:07,13:04,166.0,155.0,-3.0,13:24,20.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-08-02,457.0,N455AN,MIA,MCO,15:31,15:44,73.0,58.0,13.0,15:55,11.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-03-10,1069.0,N338ST,MIA,CLT,21:45,23:51,144.0,131.0,126.0,00:26,35.0,16.0,0.0,0.0,0.0,97.0,0
AA,2023-07-21,1451.0,N343RY,MIA,IAH,15:28,15:24,168.0,151.0,-4.0,15:41,17.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-11-21,1468.0,N974AN,MIA,SAT,21:15,21:07,202.0,183.0,-8.0,21:17,10.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-11-08,2718.0,N93003,MIA,CHS,17:20,17:14,102.0,90.0,-6.0,17:25,11.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-02-27,2909.0,N339SU,MIA,MCO,22:42,22:35,71.0,63.0,-7.0,22:48,13.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-09-22,2424.0,N885NN,MIA,BWI,21:13,21:47,166.0,162.0,34.0,22:12,25.0,26.0,0.0,0.0,0.0,4.0,0
AA,2026-01-11,1521.0,N887NN,MIA,AUS,22:11,22:15,207.0,184.0,4.0,22:40,25.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-09-12,1314.0,N320TF,MIA,DFW,17:34,17:38,193.0,197.0,4.0,17:59,21.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-07-04,1577.0,N940NN,MIA,CLT,19:37,20:42,133.0,112.0,65.0,20:55,13.0,44.0,0.0,0.0,0.0,0.0,0
AA,2022-04-04,305.0,N403AN,MIA,SEA,19:40,19:53,404.0,435.0,13.0,20:27,34.0,13.0,0.0,31.0,0.0,0.0,0
AA,2023-05-25,969.0,N970AN,MIA,ORD,16:30,20:01,210.0,190.0,211.0,20:25,24.0,14.0,0.0,0.0,0.0,177.0,0
AA,2022-02-20,1226.0,N993AN,MIA,DFW,05:24,05:24,196.0,181.0,0.0,05:34,10.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-07-21,1767.0,N419AN,MIA,BOS,12:22,12:19,220.0,220.0,-3.0,12:36,17.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-03-19,2213.0,N344PP,MIA,LGA,19:25,19:22,180.0,169.0,-3.0,19:35,13.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-01-28,2933.0,N942AN,MIA,EWR,14:42,15:31,180.0,177.0,49.0,15:55,24.0,0.0,0.0,0.0,0.0,46.0,0
AA,2024-12-31,1801.0,N956XV,MIA,EWR,08:39,08:35,192.0,193.0,-4.0,09:13,38.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-08-27,999.0,N428AA,MIA,LAX,07:03,06:57,337.0,324.0,-6.0,07:09,12.0,0.0,0.0,0.0,0.0,0.0,0
AA,2025-11-25,1381.0,N943NN,MIA,RDU,19:51,19:48,137.0,129.0,-3.0,20:07,19.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-03-05,2392.0,N960AN,MIA,JFK,07:02,06:59,179.0,175.0,-3.0,07:14,15.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-05-31,2381.0,N777AN,MIA,JFK,17:59,21:04,172.0,161.0,185.0,21:23,19.0,174.0,0.0,0.0,0.0,0.0,0
AA,2025-02-06,2823.0,N129AA,MIA,DFW,17:29,17:28,211.0,227.0,-1.0,17:54,26.0,0.0,0.0,15.0,0.0,0.0,0
AA,2023-01-28,2468.0,N432AN,MIA,LAX,21:30,22:28,357.0,339.0,58.0,22:40,12.0,0.0,0.0,0.0,19.0,21.0,0
AA,2024-03-11,2026.0,N306SW,MIA,JFK,15:30,15:42,179.0,166.0,12.0,15:59,17.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-11-03,2567.0,N899NN,MIA,DFW,11:00,11:02,202.0,184.0,2.0,11:12,10.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-07-29,2290.0,N967AN,MIA,ATL,19:15,19:14,119.0,169.0,-1.0,19:55,41.0,0.0,0.0,49.0,0.0,0.0,0
AA,2024-07-28,1949.0,N939AN,MIA,ORD,08:24,11:51,204.0,186.0,207.0,12:05,14.0,0.0,0.0,0.0,2.0,187.0,0
AA,2023-08-05,1577.0,N987AN,MIA,CLT,19:35,19:34,135.0,115.0,-1.0,19:50,16.0,0.0,0.0,0.0,0.0,0.0,0
AA,2022-06-16,375.0,N817AN,MIA,PHL,08:35,08:34,164.0,177.0,-1.0,08:46,12.0,0.0,0.0,0.0,0.0,0.0,0
AA,2023-12-13,944.0,N306RC,MIA,JFK,21:02,21:40,184.0,184.0,38.0,22:06,26.0,26.0,0.0,0.0,0.0,12.0,0
AA,2025-11-16,1054.0,N309PC,MIA,BOS,21:35,21:48,196.0,183.0,13.0,22:04,16.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-03-24,638.0,N805AW,MIA,RDU,19:36,21:03,134.0,139.0,87.0,21:20,17.0,0.0,87.0,5.0,0.0,0.0,0
AA,2024-05-29,605.0,N990NN,MIA,LGA,09:01,08:59,183.0,164.0,-2.0,09:19,20.0,0.0,0.0,0.0,0.0,0.0,0
AA,2024-01-28,2038.0,N833NN,MIA,DFW,13:28,13:48,202.0,195.0,20.0,14:11,23.0,0.0,0.0,0.0,0.0,0.0,0
